name	type	country	administered_by	location	year_est	year_closed	display_year_est	display_year_closed	status	notes	auto_tooltip	lat	lon	size
LazarevBay		Tourism			2005	2006						-69.28	-72.4	0
LecointeIsland		Tourism			2005	2006						-64.16	-62.1	0
Lefèvre-UtilePoint		Tourism			2005	2006						-64.5	-63.31	0
LeithCove		Tourism			2005	2006						-64.52	-62.5	63
LemaireChannel		Tourism			2005	2006						-65.4	-63.57	33535
LemaireIsland		Tourism			2005	2006						-64.49	-62.57	0
LiardIsland		Tourism			2005	2006						-66.51	-67.25	0
LiegeIsland		Tourism			2005	2006						-64.2	-61.55	0
LindbladCove		Tourism			2005	2006						-63.51	-59.27	0
LionSound		Tourism			2005	2006						-64.4	-63.9	0
LivingstonIsland		Tourism			2005	2006						-62.36	-60.3	79
LystadBay		Tourism			2005	2006						-67.5	-67.17	0
MargueriteBay		Tourism			2005	2006						-68.3	-68.3	0
MartelInlet		Tourism			2005	2006						-62.5	-58.22	0
MathaStrait		Tourism			2005	2006						-66.33	-67.26	0
MatthewIsland		Tourism			2005	2006						-60.44	-45.6	0
MaxwellBay,KingGeorgeIsland		Tourism			2005	2006						-62.15	-58.51	0
McFarlaneStrait		Tourism			2005	2006						-62.32	-59.55	807
McMurdoSound		Tourism			2005	2006						-77.31	165.1	0
McMurdoStation		Tourism			2005	2006						-77.5	166.4	0
MelchiorIslands		Tourism			2005	2006						-64.19	-62.57	4030
MertzGlacierTongue		Tourism			2005	2006						-67.1	145.3	0
MeusnierPoint		Tourism			2005	2006						-64.32	-61.37	0
MikkelsenHarbor(D'Hainaut)		Tourism			2005	2006						-63.54	-60.47	0
MonroeIsland		Tourism			2005	2006						-60.36	-46.3	0
MoubrayBay		Tourism			2005	2006						-72.11	170.15	0
MoureauxIslands		Tourism			2005	2006						-65.5	-63.8	0
MudgePassage		Tourism			2005	2006						-66.2	-65.5	0
MurrayHarbour		Tourism			2005	2006						-64.21	-61.34	0
NansenIsland		Tourism			2005	2006						-64.35	-62.6	0
NekoHarbor		Tourism			2005	2006						-64.5	-62.33	21465
NelsonIsland		Tourism			2005	2006						-62.18	-59.3	0
NenyFjord		Tourism			2005	2006						-68.16	-66.49	0
NeptunesBellows		Tourism			2005	2006						-63	-60.34	485
NeumayerChannel		Tourism			2005	2006						-64.47	-63.3	13620
O'HigginsStation		Tourism			2005	2006						-63.19	-57.54	0
OrcadasStation		Tourism			2005	2006						-60.44	-44.44	0
OrneHarbor		Tourism			2005	2006						-64.37	-62.32	20
OrneIslands		Tourism			2005	2006						-64.4	-62.4	894
PalaverPoint		Tourism			2005	2006						-64.9	-61.45	0
PalmerStation		Tourism			2005	2006						-64.46	-64.5	0
ParadiseHarbor		Tourism			2005	2006						-64.51	-62.54	0
PatagoniaBay		Tourism			2005	2006						-64.27	-63.12	0
PauletIsland		Tourism			2005	2006						-63.35	-55.47	7873
PeltierChannel		Tourism			2005	2006						-64.52	-63.32	437
PendulumCove		Tourism			2005	2006						-62.56	-60.36	5547
PenguinIsland		Tourism			2005	2006						-62.6	-57.54	2603
PenolaStrait		Tourism			2005	2006						-65.1	-64.7	156
PeterIIsland		Tourism			2005	2006						-68.47	-90.35	0
PetermannIsland		Tourism			2005	2006						-65.1	-64.1	13533
PineIslandBay		Tourism			2005	2006						-74.5	-102.4	0
PlataPassage		Tourism			2005	2006						-64.4	-62.1	0
PleneauIsland		Tourism			2005	2006						-65.6	-64.4	0
PointWild		Tourism			2005	2006						-61.6	-54.52	6745
PortalPoint		Tourism			2005	2006						-64.3	-61.46	1473
PortCharcot		Tourism			2005	2006						-65.4	-64	2252
PortFoster		Tourism			2005	2006						-62.57	-60.39	2736
PossessionIsland		Tourism			2005	2006						-71.52	-171.12	29
PotterCove		Tourism			2005	2006						-62.14	-58.42	0
PourquoiPasIsland		Tourism			2005	2006						-67.41	-67.28	0
PresidentHead		Tourism			2005	2006						-62.44	-61.12	91
PrinceGustavChannel		Tourism			2005	2006						-63.5	-58.15	0
ProspectPoint		Tourism			2005	2006						-66.1	-65.21	509
RabotPoint		Tourism			2005	2006						-64.16	-57.18	0
RecessCove		Tourism			2005	2006						-64.3	-61.32	0
RedRockRidge		Tourism			2005	2006						-68.18	-67.8	0
RobertPoint		Tourism			2005	2006						-62.28	-59.23	426
RobertsonIsland		Tourism			2005	2006						-65.1	-59.37	0
RomanFourPromontory		Tourism			2005	2006						-68.13	-66.56	0
RongeIsland/GeorgesPoint		Tourism			2005	2006						-64.43	-62.41	711
RongeIsland/KerrPoint		Tourism			2005	2006						-64.42	-62.37	711
RongeIslandKetleyPoint		Tourism			2005	2006						-64.42	-62.46	711
RossIceShelf		Tourism			2005	2006						-81.3	-175	170
RossSea		Tourism			2005	2006						-75	-175	255
RotheraStation		Tourism			2005	2006						-67.34	-68.7	0
SablePinnacles		Tourism			2005	2006						-64.4	-62.34	0
SadlerPoint		Tourism			2005	2006						-64.42	-62.4	0
SalmonBay		Tourism			2005	2006						-77.55	164.33	0
SalvesenCove		Tourism			2005	2006						-64.24	-61.2	0
SandefjordBay		Tourism			2005	2006						-60.37	-46.3	393
SanMartinStation		Tourism			2005	2006						-68.7	-67.6	0
SchollaertChannel		Tourism			2005	2006						-64.18	-62.3	0
SealIslands		Tourism			2005	2006						-60.34	-55.14	0
ShingleCove		Tourism			2005	2006						-60.39	-45.34	380
ShroveCove		Tourism			2005	2006						-63.59	-57.5	0
SiffreyPoint		Tourism			2005	2006						-63.13	-57.13	0
SignyIslandStation		Tourism			2005	2006						-66.55	-67.1	0
SimsIsland		Tourism			2005	2006						-73.21	-78.19	0
SipleIsland		Tourism			2005	2006						-73.39	-125	0
SjogrenInlet		Tourism			2005	2006						-64.14	-59	0
SkogBay		Tourism			2005	2006						-66.52	-66.3	0
SkontorpCove		Tourism			2005	2006						-64.54	-62.52	3428
SkottsbergPoint		Tourism			2005	2006						-63.55	-60.49	0
SmiggersIsland		Tourism			2005	2006						-65.27	-65.19	0
SnowHillIsland-EmperorPenguinColony		Tourism			2005	2006						-64.3	-57.26	0
SnowHillIsland-IceEdgeLanding		Tourism			2005	2006						-64.28	-57.1	0
SnowHillIsland-Nordenskjold'sHut		Tourism			2005	2006						-64.28	-57.12	0
SnowIsland		Tourism			2005	2006						-62.47	-61.23	0
SouthOrkneyIslands		Tourism			2005	2006						-60.35	-45.3	117
SouthShetlandIslands		Tourism			2005	2006						-62	-58	0
SpertIsland		Tourism			2005	2006						-63.51	-60.57	0
SpigotPeak		Tourism			2005	2006						-64.38	-62.34	1445
StefanIcePiedmont		Tourism			2005	2006						-66.4	-66.3	0
StoningtonIsland		Tourism			2005	2006						-68.11	-67	0
StonyPoint		Tourism			2005	2006						-64.54	-62.55	0
StygianCove		Tourism			2005	2006						-60.4	-45.36	0
SunshineGlacier		Tourism			2005	2006						-60.39	-45.32	0
SwiftBay		Tourism			2005	2006						-64.22	-57.46	0
TayHead		Tourism			2005	2006						-63.21	-55.34	0
TaylorValley/CanadaGlacier		Tourism			2005	2006						-77.39	162.56	0
TelefonBay		Tourism			2005	2006						-62.56	-60.4	3163
TerraFirmaIslands		Tourism			2005	2006						-68.42	-67.32	0
TheGullet		Tourism			2005	2006						-67.1	-67.38	0
TheNaze		Tourism			2005	2006						-63.57	-57.32	0
TrinityIsland		Tourism			2005	2006						-54	-38.1	0
TrinityPeninsula		Tourism			2005	2006						-63.37	-58.2	0
TurretPoint		Tourism			2005	2006						-62.5	-57.55	492
TuttonPoint		Tourism			2005	2006						-66.53	-67.35	0
TwoHummockIsland		Tourism			2005	2006						-64.8	-61.42	26
UsefulIsland		Tourism			2005	2006						-64.43	-62.52	260
VegaIsland		Tourism			2005	2006						-63.5	-57.25	0
VernadskyStation		Tourism			2005	2006						-65.14	-64.15	13348
ViewPoint		Tourism			2005	2006						-63.33	-57.22	96
VortexIsland		Tourism			2005	2006						-63.44	-57.38	0
WalkerBay(byHannahPoint)		Tourism			2005	2006						-62.38	-60.42	0
WalkerPoint		Tourism			2005	2006						-61.8	-54.42	0
WaterboatPoint/GonzalezVidelaStation		Tourism			2005	2006						-64.49	-62.51	11135
WebbIsland		Tourism			2005	2006						-67.27	-67.56	0
WeddellSea		Tourism			2005	2006						-72	-45	79
WhalersBay		Tourism			2005	2006						-62.59	-60.34	18730
WilhelminaBay		Tourism			2005	2006						-64.38	-62.1	3241
WinterIsland		Tourism			2005	2006						-65.15	-64.16	67
YalourIslands		Tourism			2005	2006						-65.14	-64.1	2976
YankeeHarbor		Tourism			2005	2006						-62.32	-59.47	3155
CuvervilleIsland		Tourism			2004	2005						-64.41	-62.38	21691
NekoHarbor		Tourism			2004	2005						-64.5	-62.33	18360
GoudierIsland		Tourism			2004	2005						-64.5	-63.3	15210
WhalersBay		Tourism			2004	2005						-62.59	-60.34	14322
BrownBluff		Tourism			2004	2005						-63.32	-56.55	9650
JouglaPoint		Tourism			2004	2005						-64.49	-63.3	9519
PauletIsland		Tourism			2004	2005						-63.35	-55.47	6824
LemaireChannel		Tourism			2004	2005						-65.4	-63.57	6720
WaterboatPoint/GonzalezVidelaStation		Tourism			2004	2005						-64.49	-62.51	6466
HannahPoint		Tourism			2004	2005						-62.39	-60.37	5386
PointWild		Tourism			2004	2005						-61.6	-54.52	4379
PortFoster		Tourism			2004	2005						-62.57	-60.39	4374
DevilIsland		Tourism			2004	2005						-63.48	-57.17	4189
DancoIsland		Tourism			2004	2005						-64.44	-62.37	4160
PetermannIsland		Tourism			2004	2005						-65.1	-64.1	3760
WilhelminaBay		Tourism			2004	2005						-64.38	-62.1	3246
PendulumCove		Tourism			2004	2005						-62.56	-60.36	3225
YankeeHarbor		Tourism			2004	2005						-62.32	-59.47	3103
EnterpriseIsland		Tourism			2004	2005						-64.32	-62	3025
HopeBay		Tourism			2004	2005						-63.23	-57	3015
TelefonBay		Tourism			2004	2005						-62.56	-60.4	2884
AdmiraltyBay		Tourism			2004	2005						-62.1	-58.25	2754
DeceptionIsland		Tourism			2004	2005						-62.57	-60.38	2543
NeumayerChannel		Tourism			2004	2005						-64.47	-63.3	2506
SkontorpCove		Tourism			2004	2005						-64.54	-62.52	2497
MelchiorIslands		Tourism			2004	2005						-64.19	-62.57	2359
PenguinIsland		Tourism			2004	2005						-62.6	-57.54	2171
CapeLookout		Tourism			2004	2005						-61.16	-55.12	2109
FreiStation		Tourism			2004	2005						-62.12	-58.57	2094
BailyHead		Tourism			2004	2005						-62.58	-60.29	1873
AndvordBay		Tourism			2004	2005						-64.5	-62.39	1807
SpigotPeak		Tourism			2004	2005						-64.38	-62.34	1801
GourdinIsland		Tourism			2004	2005						-63.12	-57.18	1768
AntarcticSound		Tourism			2004	2005						-63.2	-56.45	1585
ElephantIsland		Tourism			2004	2005						-61.1	-55.14	1585
GerlacheStrait		Tourism			2004	2005						-64.3	-62.2	1585
NeptunesBellows		Tourism			2004	2005						-63	-60.34	1585
CiervaCove		Tourism			2004	2005						-64.9	-60.53	1572
CapeRoyds		Tourism			2004	2005						-77.32	-166.8	1472
VernadskyStation		Tourism			2004	2005						-65.14	-64.15	1096
YalourIslands		Tourism			2004	2005						-65.14	-64.1	929
PortalPoint		Tourism			2004	2005						-64.3	-61.46	872
CapeAdare		Tourism			2004	2005						-71.17	170.14	865
OrneIslands		Tourism			2004	2005						-64.4	-62.4	850
CurtissBay		Tourism			2004	2005						-64.2	-60.47	835
TaylorValley/CanadaGlacier		Tourism			2004	2005						-77.39	162.56	673
HorseshoeIsland		Tourism			2004	2005						-67.51	-67.12	648
AstrolabeIsland		Tourism			2004	2005						-63.17	-58.4	598
ShingleCove		Tourism			2004	2005						-60.39	-45.34	568
HydrurgaRocks		Tourism			2004	2005						-64.8	-61.37	435
EnglishStrait		Tourism			2004	2005						-62.27	-59.38	426
GrahamPassage		Tourism			2004	2005						-64.24	-61.31	379
UsefulIsland		Tourism			2004	2005						-64.43	-62.52	379
CapeEvans		Tourism			2004	2005						-77.38	166.24	377
TurretPoint		Tourism			2004	2005						-62.5	-57.55	358
BorgenBay		Tourism			2004	2005						-64.45	-63.3	328
HeroinaIsland		Tourism			2004	2005						-63.24	-54.36	327
VortexIsland		Tourism			2004	2005						-63.44	-57.38	286
FishIslands		Tourism			2004	2005						-66.2	-65.25	266
ViewPoint		Tourism			2004	2005						-63.33	-57.22	257
RobertPoint		Tourism			2004	2005						-62.28	-59.23	255
TheGullet		Tourism			2004	2005						-67.1	-67.38	254
RongeIsland/GeorgesPoint		Tourism			2004	2005						-64.43	-62.41	241
RongeIsland/KerrPoint		Tourism			2004	2005						-64.42	-62.37	241
RongeIslandKetleyPoint		Tourism			2004	2005						-64.42	-62.46	241
CockburnIsland		Tourism			2004	2005						-64.12	-56.51	238
LivingstonIsland		Tourism			2004	2005						-62.36	-60.3	237
SipleIsland		Tourism			2004	2005						-73.39	-125	230
JennyIsland		Tourism			2004	2005						-67.44	-68.24	206
DoumerIsland		Tourism			2004	2005						-64.51	-63.35	190
WeddellSea		Tourism			2004	2005						-72	-45	173
CapeHallett		Tourism			2004	2005						-72.19	170.16	168
FrenchPassage		Tourism			2004	2005						-65.1	-64.2	159
PenolaStrait		Tourism			2004	2005						-65.1	-64.7	148
PortCharcot		Tourism			2004	2005						-65.4	-64	132
StoningtonIsland		Tourism			2004	2005						-68.11	-67	107
TwoHummockIsland		Tourism			2004	2005						-64.8	-61.42	102
RossIceShelf		Tourism			2004	2005						-81.3	-175	99
BallenyIslands		Tourism			2004	2005						-66.55	163.2	91
JamesRossIsland		Tourism			2004	2005						-64.1	-57.45	89
HiddenBay		Tourism			2004	2005						-65.2	-63.46	64
BellingshausenSea		Tourism			2004	2005						-71	-85	63
FranklinIsland		Tourism			2004	2005						-76.5	168.19	60
DallmannBay		Tourism			2004	2005						-64.2	-62.55	56
PossessionIsland		Tourism			2004	2005						-71.52	-171.12	56
PlataPassage		Tourism			2004	2005						-64.4	-62.1	53
HovgaardIsland		Tourism			2004	2005						-65.8	-64.8	52
CapeTuxen		Tourism			2004	2005						-65.16	-64.8	9
GirardBay		Tourism			2004	2005						-65.8	-64	7
ParadiseHarbor		Tourism			2004	2005						-64.51	-62.54	4
ActiveSound		Tourism			2003	2004						-63.25	-56.1	0
AdelaideIsland		Tourism			2003	2004						-67.15	-68.3	0
AdmiraltyBay		Tourism			2003	2004						-62.1	-58.25	0
AdmiraltySound		Tourism			2003	2004						-64.2	-57.1	0
AguirrePassage		Tourism			2003	2004						-64.29	-62.3	0
AitchoIslands-BarrientosIsland		Tourism			2003	2004						-62.24	-59.47	0
AmphibolitePoint		Tourism			2003	2004						-60.41	-45.21	0
AndresenIsland		Tourism			2003	2004						-66.53	-66.4	0
AndvordBay		Tourism			2003	2004						-64.5	-62.39	629
AntarcticSound		Tourism			2003	2004						-63.2	-56.45	0
ArctowskiStation		Tourism			2003	2004						-62.9	-58.28	0
ArdleyIsland		Tourism			2003	2004						-62.13	-58.56	0
ArgentineIslandsOther		Tourism			2003	2004						-65.15	-64.16	0
ArthurHarbor		Tourism			2003	2004						-64.46	-64.4	0
AstrolabeIsland		Tourism			2003	2004						-63.17	-58.4	542
BagnoldPoint		Tourism			2003	2004						-67.02	-67.29	0
BailyHead		Tourism			2003	2004						-62.58	-60.29	2,459
BaldHead		Tourism			2003	2004						-63.38	-57.36	0
BallenyIslands		Tourism			2003	2004						-66.55	163.2	0
BancroftBay		Tourism			2003	2004						-64.34	-61.52	0
BayofWhales		Tourism			2003	2004						-78.3	-164.2	0
BeakIsland		Tourism			2003	2004						-63.37	-57.18	0
BearPeninsula		Tourism			2003	2004						-74.34	-111	0
BeascocheaBay		Tourism			2003	2004						-65.3	-64	11
BeerIsland		Tourism			2003	2004						-66	-65.41	0
BeethovenPeninsula		Tourism			2003	2004						-71.43	-73.4	0
BellingshausenSea		Tourism			2003	2004						-71	-85	0
BellingshausenStation		Tourism			2003	2004						-62.11	-58.57	0
BenedenHead		Tourism			2003	2004						-64.46	-62.42	0
BennettIslands		Tourism			2003	2004						-66.56	-67.4	0
BerthelotIslands		Tourism			2003	2004						-65.2	-64.9	0
BiscoeBay		Tourism			2003	2004						-64.48	-63.49	0
BiscoePoint		Tourism			2003	2004						-64.49	-63.49	0
BismarckStrait		Tourism			2003	2004						-64.51	-64	0
BlaiklockIsland		Tourism			2003	2004						-67.33	-67.4	0
BlindBay		Tourism			2003	2004						-67.31	-66.31	0
BongrainPoint		Tourism			2003	2004						-67.43	-67.48	0
BorgenBay		Tourism			2003	2004						-64.45	-63.3	0
BotanyBay		Tourism			2003	2004						-63.41	-57.53	0
BourgeoisFjord		Tourism			2003	2004						-67.4	-67.5	0
BoydStrait		Tourism			2003	2004						-62.5	-62	0
BrabantIsland		Tourism			2003	2004						-64.15	-62.2	0
BransfieldStrait		Tourism			2003	2004						-63	-59	283
BreakwaterIsland		Tourism			2003	2004						-64.48	-63.14	0
BrialmontCove		Tourism			2003	2004						-64.15	-60.58	0
BriandFjord		Tourism			2003	2004						-65.2	63.4	0
BrownBluff		Tourism			2003	2004						-63.32	-56.55	2,293
BrownsonIslands		Tourism			2003	2004						-74.1	-103.36	0
BrydeIsland		Tourism			2003	2004						-64.52	-63.2	0
BulsBay		Tourism			2003	2004						-64.23	-62.19	0
ButlerPassage		Tourism			2003	2004						-64.58	-63.44	0
CapeAdare		Tourism			2003	2004						-71.17	170.14	684
CapeBird		Tourism			2003	2004						-77.9	166.42	0
CapeColbeck		Tourism			2003	2004						-77.7	-158.1	0
CapeCrozier		Tourism			2003	2004						-77.31	169.24	12
CapeDenison		Tourism			2003	2004						-67	142.4	0
CapeEvans		Tourism			2003	2004						-77.38	166.24	202
CapeHallett		Tourism			2003	2004						-72.19	170.16	212
CapeHerschel		Tourism			2003	2004						-64.4	-61.2	0
CapeLookout		Tourism			2003	2004						-61.16	-55.12	983
CapeRoyds		Tourism			2003	2004						-77.32	-166.8	398
CapeSobral		Tourism			2003	2004						-64.34	-59.33	0
CapeTuxen		Tourism			2003	2004						-65.16	-64.8	186
CapeValentine		Tourism			2003	2004						-61.6	-54.39	0
CarlssonBay		Tourism			2003	2004						-64.24	-58.04	0
CarrollInlet		Tourism			2003	2004						-73.18	-78.3	0
CenturionGlacier		Tourism			2003	2004						-68.12	-66.55	0
CharcotBay		Tourism			2003	2004						-63.48	-59.31	0
CharcotIsland		Tourism			2003	2004						-69.57	-75.25	0
CharlotteBay		Tourism			2003	2004						-64.33	-61.39	0
ChiloéPoint		Tourism			2003	2004						-65.31	-63.58	0
ChiriguanoBay		Tourism			2003	2004						-64.28	-62.31	431
CiervaCove		Tourism			2003	2004						-64.9	-60.53	608
CockburnIsland		Tourism			2003	2004						-64.12	-56.51	0
ColbeckBay		Tourism			2003	2004						-71.37	170.4	0
CollinsBay		Tourism			2003	2004						-65.21	-64.4	0
CombRidge		Tourism			2003	2004						-63.55	-57.28	0
ConesaPoint		Tourism			2003	2004						-64.52	-62.5	0
CoronationIsland		Tourism			2003	2004						-60.37	-45.35	583
CoulmanIsland		Tourism			2003	2004						-73.28	169.45	381
CroftBay		Tourism			2003	2004						-64	-57.45	0
CrokerPassage		Tourism			2003	2004						-64	-61.42	0
CrystalSound		Tourism			2003	2004						-66.23	-66.3	84
CurtissBay		Tourism			2003	2004						-64.2	-60.47	0
CuvervilleIsland		Tourism			2003	2004						-64.41	-62.38	13,980
D'UrvilleMonument		Tourism			2003	2004						-63.25	-56.18	0
DallmannBay		Tourism			2003	2004						-64.2	-62.55	0
DamoyPoint/DorianBay		Tourism			2003	2004						-64.49	-63.32	0
DancoIsland		Tourism			2003	2004						-64.44	-62.37	1,197
DangerIslands		Tourism			2003	2004						-63.25	-54.4	54
DebenhamIslands		Tourism			2003	2004						-68.8	-67.7	0
DeceptionIsland		Tourism			2003	2004						-62.57	-60.38	471
DelaiteIsland		Tourism			2003	2004						-64.33	-62.12	0
DetailleIsland		Tourism			2003	2004						-66.52	-66.48	1,073
DevilIsland		Tourism			2003	2004						-63.48	-57.17	529
DiscoveryBay		Tourism			2003	2004						-62.29	-59.43	0
DogsLegFjord		Tourism			2003	2004						-67.43	-66.52	0
DoumerIsland		Tourism			2003	2004						-64.51	-63.35	0
Dumontd'UrvilleStation		Tourism			2003	2004						-66.39	140	0
DuperréBay		Tourism			2003	2004						-64.27	-62.4	0
DurochIslands		Tourism			2003	2004						-63.18	-57.54	0
DuseBay		Tourism			2003	2004						-63.32	-57.15	0
DuthiersPoint		Tourism			2003	2004						-64.48	-62.49	0
EckenerPoint		Tourism			2003	2004						-64.26	-61.36	0
EdinburghHill		Tourism			2003	2004						-62.33	-60.1	0
ElephantIsland		Tourism			2003	2004						-61.1	-55.14	0
ElephantPoint		Tourism			2003	2004						-62.41	-60.52	0
EnglishStrait		Tourism			2003	2004						-62.27	-59.38	0
EnterpriseIsland		Tourism			2003	2004						-64.32	-62	465
ErebusandTerrorGulf		Tourism			2003	2004						-63.55	-56.4	0
ErreraChannel		Tourism			2003	2004						-64.42	-62.36	0
EzcurraInlet		Tourism			2003	2004						-62.9	-58.32	0
FalseBay		Tourism			2003	2004						-62.43	-60.22	0
FalseIsland		Tourism			2003	2004						-64.31	-62.53	0
FalseIslandPoint		Tourism			2003	2004						-63.55	-57.2	0
FergusonChannel		Tourism			2003	2004						-64.54	-62.59	0
FildesPeninsula		Tourism			2003	2004						-62.12	-58.58	165
FishIslands		Tourism			2003	2004						-66.2	-65.25	497
FortPoint		Tourism			2003	2004						-62.34	-59.34	0
FournierBay		Tourism			2003	2004						-64.31	-63.6	0
FoynHarbor		Tourism			2003	2004						-64.33	-62.1	0
FoynIsland		Tourism			2003	2004						-71.56	171.04	0
FranklinIsland		Tourism			2003	2004						-76.5	168.19	91
FreiStation		Tourism			2003	2004						-62.12	-58.57	289
FrenchPassage		Tourism			2003	2004						-65.1	-64.2	0
FreudPassage		Tourism			2003	2004						-64.17	-62.8	0
FridtjofSound		Tourism			2003	2004						-63.34	-56.43	0
